fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,SkuNbr,ShipToCode,Issued Quantity
2015,1,OCTOBER,02770012,CD3P,44 
2015,12,SEPTEMBER,06771000,CD3D,1 
2015,12,SEPTEMBER,06771000,CD3D,2 
2015,12,SEPTEMBER,06771000,CD3D,"9,200 "
2015,12,SEPTEMBER,06771000,CD3D,5 
2015,12,SEPTEMBER,06771000,CD3D,1 
2015,12,SEPTEMBER,06771000,CD3D,6 
2015,12,SEPTEMBER,06771000,CD3D,1 
2015,12,SEPTEMBER,06771002,CD3D,2 
2015,12,SEPTEMBER,06771275,CD3D,3 
2015,12,SEPTEMBER,06771533,CD3P,14 
2015,12,SEPTEMBER,06771621,CD3D,32 
2015,12,SEPTEMBER,06771738,CD3D,60 
2015,12,SEPTEMBER,06772160,CD3D,10 
2015,12,SEPTEMBER,06772162,CD3D,12 
2015,12,SEPTEMBER,06772196,CD3D,44 
2015,12,SEPTEMBER,06775483,CD3D,108 
2015,12,SEPTEMBER,06778542,CD3D,27 
2015,12,SEPTEMBER,06778629,CD3D,3 
2015,12,SEPTEMBER,06779009,CD3D,1 
2015,12,SEPTEMBER,06779319,CD3D,11 
2015,12,SEPTEMBER,06779715,CD3D,12 
2015,12,SEPTEMBER,06779719,CD3D,17 
2015,12,SEPTEMBER,06779954,CD3D,2 
2015,12,SEPTEMBER,07771000,CD3P,15 
2015,12,SEPTEMBER,07773039,CD3D,3 
2015,12,SEPTEMBER,07777002,CD3P,1 
2015,12,SEPTEMBER,70337864,CD3L,0 
2015,12,SEPTEMBER,70338984,CD3L,12 
2015,12,SEPTEMBER,70354284,CD3L,48 
2015,12,SEPTEMBER,70355794,CD3L,360 
2015,12,SEPTEMBER,70355985,CD3L,96 
2015,12,SEPTEMBER,70440086,CD3L,24 
2015,12,SEPTEMBER,70441214,CD3L,2 
2015,12,SEPTEMBER,70447644,CD3L,12 
2015,12,SEPTEMBER,70448584,CD3L,6 
2015,12,SEPTEMBER,74775223,CD3L,12 
2015,12,SEPTEMBER,75770323,CD3L,16 
2015,12,SEPTEMBER,78778154,CD3L,24 
2015,12,SEPTEMBER,79BL1270,3L,32 
2015,12,SEPTEMBER,79BL7250,3L,24 
2015,12,SEPTEMBER,79NR2035,3L,100 
2015,12,SEPTEMBER,81CN0066,CD3L,16 
2015,12,SEPTEMBER,81CN9445,CD3L,30 
2015,12,SEPTEMBER,81NR3126,CD3L,1 
2015,12,SEPTEMBER,81NR5376,CD3L,3 
2015,12,SEPTEMBER,83100133,CD3L,2 
2015,12,SEPTEMBER,83109424,CD3L,4 
2015,12,SEPTEMBER,83109794,CD3L,2 
2015,12,SEPTEMBER,83109834,CD3L,2 
2015,2,NOVEMBER,70110444,3L,120 
2015,2,NOVEMBER,70118324,3L,480 
2015,2,NOVEMBER,70120334,3L,300 
2015,2,NOVEMBER,70338244,CD3L,0 
2015,2,NOVEMBER,70338904,CD3L,6 
2015,2,NOVEMBER,70339294,CD3L,6 
2015,2,NOVEMBER,70341914,CD3L,69 
2015,2,NOVEMBER,70342054,CD3L,12 
2015,2,NOVEMBER,70342566,CD3L,0 
2015,2,NOVEMBER,70343784,CD3L,84 
2015,2,NOVEMBER,70344184,CD3L,72 
2015,2,NOVEMBER,70346954,CD3L,0 
2015,2,NOVEMBER,70348754,CD3L,0 
2015,2,NOVEMBER,70349264,CD3L,24 
2015,2,NOVEMBER,70349944,CD3L,6 
2015,2,NOVEMBER,70351004,CD3L,12 
2015,2,NOVEMBER,70351554,CD3L,48 
2015,2,NOVEMBER,70352814,CD3L,0 
2015,2,NOVEMBER,70354444,CD3L,324 
2015,2,NOVEMBER,70354974,CD3L,36 
2015,2,NOVEMBER,70356114,CD3L,12 
2015,2,NOVEMBER,70444004,CD3L,24 
2015,2,NOVEMBER,70449854,CD3L,12 
2015,2,NOVEMBER,70552214,CD3L,12 
2015,2,NOVEMBER,70557594,CD3L,60 
2015,2,NOVEMBER,70559994,CD3L,904 
2015,2,NOVEMBER,70663314,CD3L,6 
2015,2,NOVEMBER,70663514,CD3L,108 
2015,2,NOVEMBER,70667724,CD3L,10 
2015,2,NOVEMBER,70668544,CD3L,120 
2015,2,NOVEMBER,70771484,CD3L,12 
2015,2,NOVEMBER,70774014,CD3L,106 
2015,2,NOVEMBER,70774924,CD3L,24 
2015,2,NOVEMBER,70776944,CD3L,9 
2015,2,NOVEMBER,70777134,CD3L,6 
2015,2,NOVEMBER,70777184,CD3L,24 
2015,2,NOVEMBER,70779974,CD3L,84 
2015,2,NOVEMBER,71770024,CD3L,3 
2015,2,NOVEMBER,72772104,CD3L,1 
2015,2,NOVEMBER,72773124,CD3L,19 
2015,2,NOVEMBER,74740024,3L,60 
2015,2,NOVEMBER,74744886,3L,216 
2015,2,NOVEMBER,74770324,CD3L,6 
2015,2,NOVEMBER,74771183,CD3L,10 
2015,2,NOVEMBER,74771233,CD3L,66 
2015,2,NOVEMBER,74772284,CD3L,1 
2015,12,SEPTEMBER,07771000,CD3P,20 
2015,12,SEPTEMBER,09150462,3D,180 
2015,12,SEPTEMBER,09150775,3D,"1,620 "
2015,1,OCTOBER,07771000,CD3P,10 
2015,1,OCTOBER,09120088,3D,180 
2015,1,OCTOBER,09150419,3D,20 
2015,1,OCTOBER,09150420,3D,30 
2015,1,OCTOBER,09169006,3D,540 
2015,1,OCTOBER,09770225,CD3D,2 
2015,1,OCTOBER,09770227,CD3D,6 
2015,1,OCTOBER,09771000,CD3D,0 
2015,1,OCTOBER,70110004,3L,"1,920 "
2015,1,OCTOBER,70110394,3L,108 
2015,1,OCTOBER,70111276,3L,"1,188 "
2015,1,OCTOBER,70112652,3L,360 
2015,1,OCTOBER,70128474,3L,"1,344 "
2015,1,OCTOBER,70331074,CD3L,6 
2015,1,OCTOBER,70332984,CD3L,28 
2015,1,OCTOBER,70337314,CD3L,6 
2015,1,OCTOBER,70338054,CD3L,12 
2015,1,OCTOBER,70340704,CD3L,12 
2015,1,OCTOBER,70340714,CD3L,24 
2015,1,OCTOBER,70341124,CD3L,24 
2015,1,OCTOBER,70342214,CD3L,47 
2015,1,OCTOBER,70343184,CD3L,2 
2015,1,OCTOBER,70346904,CD3L,6 
2015,1,OCTOBER,70350010,CD3L,1 
2015,1,OCTOBER,70350076,CD3L,12 
2015,1,OCTOBER,70350904,CD3L,24 
2015,12,SEPTEMBER,83108684,CD3L,5 
2015,12,SEPTEMBER,83133336,CD3L,5 
2015,12,SEPTEMBER,83137614,CD3L,60 
2015,12,SEPTEMBER,83738018,CD3L,2 
2015,12,SEPTEMBER,04120046,3P,190 
2015,12,SEPTEMBER,04120056,3P,42 
2015,12,SEPTEMBER,04771000,CD3P,2 
2015,12,SEPTEMBER,04772838,CD3P,1 
2015,12,SEPTEMBER,05771001,CD3P,23 
2015,1,OCTOBER,06159176,3D,"1,070 "
2015,1,OCTOBER,06160309,3D,24 
2015,1,OCTOBER,06771000,CD3D,2 
2015,1,OCTOBER,06771001,CD3D,12 
2015,1,OCTOBER,06778640,CD3D,1 
2015,1,OCTOBER,06779048,CD3D,1 
2015,1,OCTOBER,06779126,CD3D,1 
2015,1,OCTOBER,06779339,CD3D,1 
2015,1,OCTOBER,06779342,CD3D,1 
2015,1,OCTOBER,06779346,CD3D,1 
2015,1,OCTOBER,70352294,CD3L,12 
2015,1,OCTOBER,70352784,CD3L,41 
2015,1,OCTOBER,70354754,CD3L,24 
2015,1,OCTOBER,70355004,CD3L,12 
2015,1,OCTOBER,70355024,CD3L,"1,614 "
2015,1,OCTOBER,70440444,CD3L,12 
2015,1,OCTOBER,70442434,CD3L,4 
2015,1,OCTOBER,70443524,CD3L,12 
2015,1,OCTOBER,70444994,CD3L,48 
2015,1,OCTOBER,70447474,CD3L,44 
2015,1,OCTOBER,70448024,CD3L,24 
2015,1,OCTOBER,70558394,CD3L,24 
2015,1,OCTOBER,70663494,CD3L,30 
2015,1,OCTOBER,70770354,CD3L,24 
2015,1,OCTOBER,70771714,CD3L,12 
2015,1,OCTOBER,70775252,CD3L,0 
2015,1,OCTOBER,70775274,CD3L,145 
2015,1,OCTOBER,71773054,CD3L,10 
2015,1,OCTOBER,71773214,CD3L,2 
2015,1,OCTOBER,73770014,CD3L,1 
2015,1,OCTOBER,74740694,3L,240 
2015,1,OCTOBER,74744413,3L,"1,344 "
2015,1,OCTOBER,74770444,CD3L,8 
2015,1,OCTOBER,74771624,CD3L,2 
2015,1,OCTOBER,76771184,CD3L,1 
2015,1,OCTOBER,78770444,CD3L,92 
2015,1,OCTOBER,78771254,CD3L,97 
2015,1,OCTOBER,78771284,CD3L,12 
2015,1,OCTOBER,79BL0420,3L,120 
2015,1,OCTOBER,79BL7020,3L,160 
2015,1,OCTOBER,79BL7140,3L,0 
2015,1,OCTOBER,79CN2086,3L,100 
2015,1,OCTOBER,79NR0646,3L,300 
2015,1,OCTOBER,79NR7787,3L,0 
2015,1,OCTOBER,80770046,CD3M,2 
2015,1,OCTOBER,80800013,3D,390 
2015,1,OCTOBER,81100007,CD3L,1 
2015,1,OCTOBER,81200004,CD3L,1 
2015,1,OCTOBER,81200004,CD3L,1 
2015,12,SEPTEMBER,07771000,CD3D,2 
2015,12,SEPTEMBER,09120068,3D,144 
2015,12,SEPTEMBER,09140060,3D,512 
2015,12,SEPTEMBER,09150592,3D,"1,878 "
2015,12,SEPTEMBER,09150813,3D,288 
2015,12,SEPTEMBER,09153020,3D,"1,824 "
2015,12,SEPTEMBER,09771000,CD3D,1 
2015,12,SEPTEMBER,10110027,3D,144 
2015,12,SEPTEMBER,10772008,CD3D,28 
2015,12,SEPTEMBER,09150826,3D,864 
2015,12,SEPTEMBER,09162012,3D,40 
2015,12,SEPTEMBER,70111344,3L,"1,680 "
2015,12,SEPTEMBER,70112464,3L,336 
2015,12,SEPTEMBER,70119754,3L,240 
2015,12,SEPTEMBER,70124114,3L,"1,344 "
2015,12,SEPTEMBER,70332114,CD3L,36 
2015,12,SEPTEMBER,70332394,CD3L,36 
2015,12,SEPTEMBER,70341834,CD3L,12 
2015,12,SEPTEMBER,70343414,CD3L,168 
2015,12,SEPTEMBER,70344184,CD3L,24 
2015,12,SEPTEMBER,70345964,CD3L,228 
2015,12,SEPTEMBER,70348474,CD3L,12 
2015,12,SEPTEMBER,70350006,CD3L,36 
2015,12,SEPTEMBER,70353724,CD3L,4 
2015,12,SEPTEMBER,70354814,CD3L,12 
2015,12,SEPTEMBER,70357224,CD3L,24 
2015,12,SEPTEMBER,70357304,CD3L,70 
2015,12,SEPTEMBER,70358604,CD3L,120 
2015,12,SEPTEMBER,70359164,CD3L,12 
2015,12,SEPTEMBER,70359894,CD3L,12 
2015,12,SEPTEMBER,70440007,CD3L,168 
2015,12,SEPTEMBER,70441304,CD3L,48 
2015,12,SEPTEMBER,70448932,CD3L,12 
2015,12,SEPTEMBER,70449114,CD3L,84 
2015,12,SEPTEMBER,70551794,CD3L,312 
2015,12,SEPTEMBER,70553934,CD3L,4 
2015,12,SEPTEMBER,70556554,CD3L,24 
2015,12,SEPTEMBER,70664796,CD3L,36 
2015,12,SEPTEMBER,70665744,CD3L,0 
2015,12,SEPTEMBER,70667014,CD3L,72 
2015,12,SEPTEMBER,70667644,CD3L,14 
2015,12,SEPTEMBER,70773334,CD3L,4 
2015,12,SEPTEMBER,70777904,CD3L,48 
2015,12,SEPTEMBER,70779004,CD3L,12 
2015,12,SEPTEMBER,72772064,CD3L,92 
2015,12,SEPTEMBER,72773124,CD3L,33 
2015,12,SEPTEMBER,74770163,CD3L,8 
2015,2,NOVEMBER,05110035,3P,171 
2015,2,NOVEMBER,05110065,3P,548 
2015,2,NOVEMBER,05174012,3P,75 
2015,2,NOVEMBER,05771003,CD3P,1 
2015,2,NOVEMBER,06110023,3D,168 
2015,2,NOVEMBER,06110143,3D,172 
2015,2,NOVEMBER,06110322,3P,89 
2015,2,NOVEMBER,06136047,3D,616 
2015,2,NOVEMBER,06150030,3D,200 
2015,2,NOVEMBER,06160078,3D,490 
2015,2,NOVEMBER,06160094,3D,156 
2015,2,NOVEMBER,06160200,3D,"1,663 "
2015,2,NOVEMBER,06160275,3P,220 
2015,2,NOVEMBER,06160308,3D,312 
2015,2,NOVEMBER,06160385,3D,16 
2015,2,NOVEMBER,06160562,3D,560 
2015,2,NOVEMBER,06160599,3D,"1,026 "
2015,2,NOVEMBER,06160605,3D,504 
2015,2,NOVEMBER,06161682,3D,160 
2015,2,NOVEMBER,06163234,3M,153 
2015,2,NOVEMBER,06163235,3M,99 
2015,2,NOVEMBER,06164453,3P,138 
2015,2,NOVEMBER,06167046,3D,30 
2015,2,NOVEMBER,06167060,3D,20 
2015,2,NOVEMBER,06167364,3D,700 
2015,2,NOVEMBER,06770039,CD3D,66 
2015,2,NOVEMBER,06770598,CD3D,6 
2015,2,NOVEMBER,06771000,CD3D,1 
2015,2,NOVEMBER,06771000,CD3D,1 
2015,2,NOVEMBER,74773064,CD3L,6 
2015,2,NOVEMBER,77111136,3L,120 
2015,2,NOVEMBER,77115583,3L,180 
2015,2,NOVEMBER,77770064,CD3L,2 
2015,2,NOVEMBER,77770414,CD3L,1 
2015,2,NOVEMBER,78770083,CD3L,84 
2015,2,NOVEMBER,78770243,CD3L,2 
2015,2,NOVEMBER,78778124,CD3L,61 
2015,2,NOVEMBER,79NR7186,3L,100 
2015,2,NOVEMBER,80770700,CD3D,1 
2015,2,NOVEMBER,80777367,CD3M,6 
2015,2,NOVEMBER,80807365,3D,"43,956 "
2015,2,NOVEMBER,81200007,CD3L,"2,064 "
2015,2,NOVEMBER,81BL1050,CD3L,23 
2015,2,NOVEMBER,81BL2100,CD3L,4 
2015,2,NOVEMBER,81NR0636,CD3L,20 
2015,2,NOVEMBER,81NR2476,CD3L,5 
2015,2,NOVEMBER,81NR4426,CD3L,14 
2015,2,NOVEMBER,83100177,CD3L,1 
2015,2,NOVEMBER,83108794,CD3L,4 
2015,2,NOVEMBER,83108964,CD3L,1 
2015,2,NOVEMBER,83131954,CD3L,6 
2015,2,NOVEMBER,83133324,CD3L,3 
2015,2,NOVEMBER,83135604,CD3L,1 
2015,2,NOVEMBER,83745304,CD3L,7 
2015,1,OCTOBER,02115036,3P,"1,400 "
2015,1,OCTOBER,04126023,3P,70 
2015,1,OCTOBER,04771000,CD3P,4 
2015,1,OCTOBER,04771000,CD3P,1 
2015,1,OCTOBER,04771000,CD3P,1 
2015,1,OCTOBER,04772800,CD3P,9 
2015,1,OCTOBER,04772853,CD3P,1 
2015,12,SEPTEMBER,06110033,3D,6 
2015,12,SEPTEMBER,06110152,3D,16 
2015,12,SEPTEMBER,06130005,3D,112 
2015,12,SEPTEMBER,06130018,3D,56 
2015,12,SEPTEMBER,06160001,3D,840 
2015,12,SEPTEMBER,06160053,3D,20 
2015,12,SEPTEMBER,06181543,3D,36 
2015,12,SEPTEMBER,06182008,3P,60 
2015,12,SEPTEMBER,06770493,CD3D,2 
2015,12,SEPTEMBER,06771000,CD3D,360 
2015,12,SEPTEMBER,06771000,CD3D,10 
2015,12,SEPTEMBER,06771000,CD3D,0 
2015,12,SEPTEMBER,06771000,CD3D,6 
2015,12,SEPTEMBER,06771002,CD3D,1 
2015,12,SEPTEMBER,06771002,CD3D,7 
2015,12,SEPTEMBER,06771002,CD3D,7 
2015,12,SEPTEMBER,06775426,CD3D,5 
2015,12,SEPTEMBER,06779025,CD3D,8 
2015,1,OCTOBER,81200004,CD3L,12 
2015,1,OCTOBER,81BL0610,CD3L,3 
2015,1,OCTOBER,81BL1780,CD3L,11 
2015,1,OCTOBER,81CN7316,CD3L,2 
2015,1,OCTOBER,81NR1946,CD3L,2 
2015,1,OCTOBER,81NR2086,CD3L,14 
2015,1,OCTOBER,81NR2636,CD3L,2 
2015,1,OCTOBER,81NR2646,CD3L,9 
2015,1,OCTOBER,81NR3146,CD3L,2 
2015,1,OCTOBER,81NR3206,CD3L,29 
2015,1,OCTOBER,81NR7326,CD3L,15 
2015,1,OCTOBER,83108814,CD3L,1 
2015,1,OCTOBER,83109324,CD3L,3 
2015,1,OCTOBER,83109344,CD3L,3 
2015,1,OCTOBER,83130316,CD3L,14 
2015,1,OCTOBER,83131414,CD3L,10 
2015,1,OCTOBER,83137894,CD3L,27 
2015,12,SEPTEMBER,04126007,3P,56 
2015,12,SEPTEMBER,04771000,CD3P,18 
2015,12,SEPTEMBER,04772849,CD3P,8 
2015,2,NOVEMBER,81CN3025,CD3L,40 
2015,2,NOVEMBER,81CN9445,CD3L,20 
2015,2,NOVEMBER,81NR2046,CD3L,9 
2015,2,NOVEMBER,81NR2206,CD3L,2 
2015,2,NOVEMBER,81NR2616,CD3L,2 
2015,2,NOVEMBER,81NR2816,CD3L,6 
2015,2,NOVEMBER,81NR3376,CD3L,2 
2015,2,NOVEMBER,81NR5356,CD3L,5 
2015,2,NOVEMBER,81NR9656,CD3L,18 
2015,2,NOVEMBER,83136444,CD3L,1 
2015,2,NOVEMBER,83137624,CD3L,0 
2015,2,NOVEMBER,83744826,CD3L,1 
2015,2,NOVEMBER,83780046,CD3L,6 
2015,2,NOVEMBER,03771000,CD3P,5 
2015,2,NOVEMBER,04110005,3P,"1,080 "
2015,2,NOVEMBER,04127013,3P,780 
2015,2,NOVEMBER,04771000,CD3P,15 
2015,2,NOVEMBER,04771000,CD3P,6 
2015,2,NOVEMBER,04771000,CD3P,16 
2015,2,NOVEMBER,04771000,CD3P,2 
2015,2,NOVEMBER,04771000,CD3P,2 
2015,2,NOVEMBER,04771000,CD3P,1 
2015,2,NOVEMBER,04771002,CD3P,2 
2015,1,OCTOBER,04771000,CD3P,1 
2015,1,OCTOBER,04771000,CD3P,6 
2015,1,OCTOBER,04771000,CD3P,4 
2015,1,OCTOBER,04771000,CD3P,0 
2015,1,OCTOBER,04771002,CD3P,2 
2015,1,OCTOBER,04771002,CD3P,0 
2015,1,OCTOBER,04771003,CD3P,1 
2015,1,OCTOBER,04772820,CD3P,20 
2015,1,OCTOBER,05140018,3P,520 
2015,12,SEPTEMBER,07771000,CD3D,6 
2015,12,SEPTEMBER,07771000,CD3D,0 
2015,12,SEPTEMBER,09120004,3D,24 
2015,12,SEPTEMBER,09162004,3D,30 
2015,12,SEPTEMBER,70336944,CD3L,36 
2015,12,SEPTEMBER,70345284,CD3L,12 
2015,12,SEPTEMBER,70345414,CD3L,0 
2015,12,SEPTEMBER,70347674,CD3L,12 
2015,12,SEPTEMBER,70348204,CD3L,12 
2015,12,SEPTEMBER,70350026,CD3L,24 
2015,12,SEPTEMBER,70358244,CD3L,84 
2015,12,SEPTEMBER,70449044,CD3L,84 
2015,12,SEPTEMBER,70550204,CD3L,24 
2015,12,SEPTEMBER,70660124,CD3L,72 
2015,12,SEPTEMBER,70663164,CD3L,24 
2015,12,SEPTEMBER,71773204,CD3L,0 
2015,12,SEPTEMBER,74775724,CD3L,0 
2015,12,SEPTEMBER,74775973,CD3L,12 
2015,12,SEPTEMBER,75754513,3L,528 
2015,12,SEPTEMBER,78770854,CD3L,12 
2015,12,SEPTEMBER,81NR2406,CD3L,2 
2015,12,SEPTEMBER,81NR2686,CD3L,1 
2015,12,SEPTEMBER,81NR3436,CD3L,2 
2015,12,SEPTEMBER,81NR7336,CD3L,2 
2015,12,SEPTEMBER,83134784,CD3L,48 
2015,12,SEPTEMBER,05110048,3P,884 
2015,12,SEPTEMBER,05171003,3P,"1,980 "
2015,12,SEPTEMBER,05173074,3P,"1,970 "
2015,12,SEPTEMBER,05176006,3P,"13,660 "
2015,12,SEPTEMBER,05771000,CD3P,15 
2015,12,SEPTEMBER,05771001,CD3P,1 
2015,12,SEPTEMBER,06110148,3D,52 
2015,12,SEPTEMBER,06140002,3D,150 
2015,12,SEPTEMBER,06140035,3D,10 
2015,12,SEPTEMBER,06160181,3D,60 
2015,12,SEPTEMBER,06160420,3D,216 
2015,12,SEPTEMBER,06160594,3D,280 
2015,12,SEPTEMBER,06161673,3D,126 
2015,12,SEPTEMBER,06163610,3D,200 
2015,12,SEPTEMBER,06164408,3D,259 
2015,12,SEPTEMBER,06165003,3D,360 
2015,12,SEPTEMBER,06771000,CD3D,6 
2015,12,SEPTEMBER,06771000,CD3D,1 
2015,12,SEPTEMBER,06771000,CD3D,0 
2015,12,SEPTEMBER,06771000,CD3D,0 
2015,12,SEPTEMBER,06771000,CD3P,1 
2015,12,SEPTEMBER,06771000,CD3P,8 
2015,12,SEPTEMBER,06771000,CD3D,10 
2015,12,SEPTEMBER,06771002,CD3D,3 
2015,12,SEPTEMBER,06771668,CD3D,18 
2015,12,SEPTEMBER,06771996,CD3D,1 
2015,12,SEPTEMBER,06772177,CD3D,2 
2015,12,SEPTEMBER,06772271,CD3D,96 
2015,12,SEPTEMBER,06776882,CD3D,10 
2015,12,SEPTEMBER,06778241,CD3D,6 
2015,12,SEPTEMBER,06779302,CD3D,3 
2015,12,SEPTEMBER,06779939,CD3D,117 
2015,2,NOVEMBER,06771000,CD3P,500 
2015,2,NOVEMBER,06771000,CD3P,240 
2015,2,NOVEMBER,06771000,CD3P,1 
2015,2,NOVEMBER,06771000,CD3P,200 
2015,2,NOVEMBER,06771002,CD3D,1 
2015,2,NOVEMBER,06771002,CD3D,1 
2015,2,NOVEMBER,06771002,CD3D,25 
2015,2,NOVEMBER,06771991,CD3D,4 
2015,2,NOVEMBER,06772184,CD3D,4 
2015,2,NOVEMBER,06775033,CD3D,114 
2015,2,NOVEMBER,06775249,CD3D,18 
2015,2,NOVEMBER,06775318,CD3D,57 
2015,2,NOVEMBER,06775392,CD3D,4 
2015,2,NOVEMBER,06776032,CD3D,3 
2015,2,NOVEMBER,06778514,CD3D,4 
2015,2,NOVEMBER,06779144,CD3D,1 
2015,12,SEPTEMBER,03771000,CD3P,13 
2015,12,SEPTEMBER,04110005,3P,"1,026 "
2015,12,SEPTEMBER,04120007,3P,"1,554 "
2015,12,SEPTEMBER,04127011,3P,360 
2015,12,SEPTEMBER,04771000,CD3P,1 
2015,12,SEPTEMBER,04771000,CD3P,1 
2015,12,SEPTEMBER,04771002,CD3P,15 
2015,12,SEPTEMBER,04771002,CD3P,2 
2015,12,SEPTEMBER,04771003,CD3P,400 
2015,12,SEPTEMBER,04771003,CD3P,1 
2015,12,SEPTEMBER,04771003,CD3P,2 
2015,12,SEPTEMBER,04771003,CD3P,2 
2015,12,SEPTEMBER,04771003,CD3P,1 
2015,12,SEPTEMBER,04772824,CD3P,1 
2015,12,SEPTEMBER,04772856,CD3P,25 
2015,1,OCTOBER,04125019,3P,800 
2015,1,OCTOBER,04771000,CD3P,4 
2015,1,OCTOBER,04771000,CD3P,0 
2015,1,OCTOBER,04771001,CD3P,3 
2015,1,OCTOBER,04771002,CD3P,30 
2015,1,OCTOBER,04772850,CD3P,5 
2015,1,OCTOBER,05120010,3P,441 
2015,1,OCTOBER,05130058,3P,78 
2015,1,OCTOBER,05173018,3P,97 
2015,1,OCTOBER,05174002,3P,"1,880 "
2015,1,OCTOBER,06110317,3P,57 
2015,1,OCTOBER,06146009,3D,88 
2015,1,OCTOBER,06150034,3D,20 
2015,1,OCTOBER,06160602,3D,216 
2015,1,OCTOBER,06162021,3D,84 
2015,1,OCTOBER,06163610,3D,269 
2015,1,OCTOBER,06164431,3D,192 
2015,1,OCTOBER,06164432,3P,656 
2015,1,OCTOBER,06167025,3D,60 
2015,12,SEPTEMBER,07771000,CD3D,10 
2015,12,SEPTEMBER,07771000,CD3D,1 
2015,12,SEPTEMBER,07771000,CD3D,400 
2015,12,SEPTEMBER,07771000,CD3D,200 
2015,12,SEPTEMBER,07771000,CD3D,2 
2015,12,SEPTEMBER,09110099,3D,192 
2015,12,SEPTEMBER,09770009,CD3D,12 
2015,12,SEPTEMBER,10770805,CD3D,58 
2015,12,SEPTEMBER,70110364,3L,672 
2015,12,SEPTEMBER,70114044,3L,672 
2015,12,SEPTEMBER,74770174,CD3L,2 
2015,12,SEPTEMBER,74770434,CD3L,2 
2015,12,SEPTEMBER,74771284,CD3L,2 
2015,12,SEPTEMBER,74775594,CD3L,2 
2015,12,SEPTEMBER,74775614,CD3L,1 
2015,12,SEPTEMBER,77115583,3L,240 
2015,12,SEPTEMBER,77770134,CD3L,12 
2015,12,SEPTEMBER,77770414,CD3L,9 
2015,12,SEPTEMBER,78770894,CD3L,223 
2015,12,SEPTEMBER,79CN0065,3L,300 
2015,12,SEPTEMBER,79NR2476,3L,100 
2015,12,SEPTEMBER,80777647,CD3M,8 
2015,12,SEPTEMBER,80807156,3D,77 
2015,12,SEPTEMBER,80807365,3D,"54,648 "
2015,12,SEPTEMBER,81200004,CD3L,4 
2015,12,SEPTEMBER,81NR1856,CD3L,22 
2015,12,SEPTEMBER,81NR2096,CD3L,22 
2015,12,SEPTEMBER,81NR3036,CD3L,31 
2015,12,SEPTEMBER,81NR3566,CD3L,21 
2015,12,SEPTEMBER,81NR8074,CD3L,4 
2015,12,SEPTEMBER,83109544,CD3L,5 
2015,12,SEPTEMBER,83109604,CD3L,6 
2015,12,SEPTEMBER,03771000,CD3P,60 
2015,12,SEPTEMBER,04126027,3P,70 
2015,12,SEPTEMBER,04772079,CD3P,4 
2015,12,SEPTEMBER,04772805,CD3P,0 
2015,12,SEPTEMBER,70330014,CD3L,12 
2015,12,SEPTEMBER,70334524,CD3L,108 
2015,12,SEPTEMBER,70339474,CD3L,114 
2015,12,SEPTEMBER,70344594,CD3L,6 
2015,12,SEPTEMBER,70344834,CD3L,24 
2015,12,SEPTEMBER,70348714,CD3L,12 
2015,12,SEPTEMBER,70349254,CD3L,12 
2015,12,SEPTEMBER,70350554,CD3L,192 
2015,12,SEPTEMBER,70351524,CD3L,12 
2015,12,SEPTEMBER,70352074,CD3L,6 
2015,12,SEPTEMBER,70352614,CD3L,120 
2015,12,SEPTEMBER,70353174,CD3L,24 
2015,12,SEPTEMBER,70353904,CD3L,24 
2015,12,SEPTEMBER,70354544,CD3L,112 
2015,12,SEPTEMBER,70354704,CD3L,24 
2015,12,SEPTEMBER,70356064,CD3L,120 
2015,12,SEPTEMBER,70356084,CD3L,24 
2015,12,SEPTEMBER,70359654,CD3L,24 
2015,12,SEPTEMBER,70440144,CD3L,36 
2015,12,SEPTEMBER,70440414,CD3L,24 
2015,12,SEPTEMBER,70441614,CD3L,30 
2015,12,SEPTEMBER,70444064,CD3L,24 
2015,12,SEPTEMBER,70446034,CD3L,30 
2015,12,SEPTEMBER,70447714,CD3L,12 
2015,12,SEPTEMBER,70448094,CD3L,156 
2015,12,SEPTEMBER,70556764,CD3L,5 
2015,12,SEPTEMBER,70556904,CD3L,24 
2015,12,SEPTEMBER,70556944,CD3L,2 
2015,12,SEPTEMBER,70557734,CD3L,180 
2015,12,SEPTEMBER,70661244,CD3L,120 
2015,12,SEPTEMBER,70662864,CD3L,14 
2015,12,SEPTEMBER,70772056,CD3L,12 
2015,12,SEPTEMBER,70773357,CD3L,264 
2015,12,SEPTEMBER,70778564,CD3L,48 
2015,12,SEPTEMBER,72772094,CD3L,1 
2015,12,SEPTEMBER,73770034,CD3L,18 
2015,12,SEPTEMBER,74742903,3L,"2,868 "
2015,12,SEPTEMBER,74744013,3L,528 
2015,12,SEPTEMBER,74770003,CD3L,12 
2015,12,SEPTEMBER,74770474,CD3L,370 
2015,12,SEPTEMBER,74771074,CD3L,1 
2015,12,SEPTEMBER,74771223,CD3L,12 
2015,12,SEPTEMBER,74771943,CD3L,3 
2015,12,SEPTEMBER,74772704,CD3L,1 
2015,12,SEPTEMBER,74772904,CD3L,4 
2015,12,SEPTEMBER,75750063,3L,240 
2015,12,SEPTEMBER,70126804,3L,120 
2015,12,SEPTEMBER,70331064,CD3L,22 
2015,12,SEPTEMBER,70335344,CD3L,0 
2015,12,SEPTEMBER,70339294,CD3L,5 
